ID,标题,原始链接,量科链接,来源域名,原始日期,量科日期
262,从可证明到实用：面向问题的DV/CV量子密钥分发经典与机器学习防御综述,https://arxiv.org/abs/2605.27497,http://www.qtc.com.cn/reference/178002530033392.html,arxiv.org,2026-06-01,2026-06-01
261,量子机器学习真的有必要吗？：一项多维实证研究,https://arxiv.org/abs/2605.27923,http://www.qtc.com.cn/reference/178003030033417.html,arxiv.org,2026-06-01,2026-06-01
260,金刚石色心缺陷量子网络：原理、进展与展望,https://arxiv.org/abs/2605.30005,http://www.qtc.com.cn/reference/178027696033525.html,arxiv.org,2026-06-01,2026-06-01
259,地球同步轨道量子密钥分发在有限密钥长度下的可行性,https://arxiv.org/abs/2605.29706,http://www.qtc.com.cn/reference/178028116033546.html,arxiv.org,2026-06-01,2026-06-01
258,水下量子密钥分发协议性能分析：BB84、SARG04 与 BBM92,https://arxiv.org/abs/2605.29513,http://www.qtc.com.cn/reference/178028316033556.html,arxiv.org,2026-06-01,2026-06-01
257,IBM投资10亿美元+10亿CHIPS补贴，成立专注于量子晶圆制造的Anderon公司,http://quantumwire.com/article/17794124096453.html,http://www.qtc.com.cn/article/177960516232888.html,quantumwire.com,2026-06-01,2026-06-01
256,导航、医疗与科学的变革者：量子传感器如何感知最微弱的运动与磁场,http://quantumwire.com/article/17796145326482.html,http://www.qtc.com.cn/article/177969036733000.html,quantumwire.com,2026-06-01,2026-06-01
255,SEALSQ的后量子安全芯片QS7001获NIST熵源验证证书,https://www.globenewswire.com/news-release/2026/05/28/3302842/0/en/sealsq-s-qs7001-post-quantum-secure-element-achieves-nist-sp-800-90b-entropy-source-validation-key-milestone-toward-fips-140-3-and-common-criteria-eal5-certification.html,http://www.qtc.com.cn/flash/178027390033495.html,www.globenewswire.com,2026-05-28,2026-06-01
254,BMRT实现不靠雷达红外等传统方法的探测技术，能精准锁定携带炸药材料的无人机,https://www.prnewswire.com/news-releases/base-molecular-resonance-technologies-announces-detection-breakthrough-involving-drone-carried-explosive-material-302784416.html,http://www.qtc.com.cn/flash/178027490033496.html,www.prnewswire.com,2026-05-28,2026-06-01
253,Q-CTRL新白皮书预计：2027至2029年量子计算或将赋能国防后勤领域,https://www.hpcwire.com/off-the-wire/q-ctrl-white-paper-sees-quantum-advantage-for-defense-logistics-emerging-by-2027/,http://www.qtc.com.cn/flash/178027690033497.html,www.hpcwire.com,2026-06-01,2026-06-01
252,850万欧元打造！EuroQCS-Spain量子计算机落地巴塞罗那超算中心,https://www.eurohpc-ju.europa.eu/eurohpc-ju-inaugurates-euroqcs-spain-barcelona-2026-05-28_en,http://www.qtc.com.cn/flash/178027790033498.html,www.eurohpc-ju.europa.eu,2026-05-28,2026-06-01
251,鸽子如何导航研究获进展，肝脏内的巨噬细胞竟是“磁场感应器”,https://www.ab.mpg.de/944599/news_publication_26511515_transferred,http://www.qtc.com.cn/flash/178027890033499.html,www.ab.mpg.de,2026-06-01,2026-06-01
250,电控微型非线性光源问世，有望革新量子通信、传感与计算技术,https://news.emory.edu/features/2026/05/esc_new_control_nanoscale_light_28-05-2026/index.html,http://www.qtc.com.cn/flash/178027990033500.html,news.emory.edu,2026-06-01,2026-06-01
249,物理学家借助量子纠缠提出用于理解化学键的新框架,https://www.lmu.de/en/newsroom/news-overview/news/quantum-physics-a-matter-of-bonding-358e7fe1.html,http://www.qtc.com.cn/flash/178028090033501.html,www.lmu.de,2026-06-01,2026-06-01
248,大阪大学制备的钴蜂窝状磁性薄膜或催生低成本量子计算技术,https://www.sanken.osaka-u.ac.jp/en/achievement/release/20260528.html,http://www.qtc.com.cn/flash/178028190033502.html,www.sanken.osaka-u.ac.jp,2026-06-01,2026-06-01
247,MIT联手马萨诸塞州政府，斥资2500万美元打造量子系统实验室,https://news.mit.edu/2026/new-laboratory-aims-to-advance-quantum-research-nation-0528,http://www.qtc.com.cn/flash/178028290033503.html,news.mit.edu,2026-06-01,2026-06-01
246,CSIRO与合作者联合发布量子计算赋能能源系统管理路线图,https://www.csiro.au/en/news/All/Articles/2026/May/Quantum-computing-could-supercharge-the-energy-transition,http://www.qtc.com.cn/flash/178028390033504.html,www.csiro.au,2026-06-01,2026-06-01
245,英国量子生物医学中心获90万英镑资助，将推动量子传感应用在临床医疗领域,https://quantumcomputingreport.com/uk-quantum-biomedical-hub-secures-902000-1-2-million-usd-allocation-to-develop-clinical-sensing-and-imaging-hardware/,http://www.qtc.com.cn/flash/178028472033618.html,quantumcomputingreport.com,2026-05-30,2026-06-01
244,南京大学与合作团队实现范德华反铁磁材料中拓扑磁结构的观测与调控,https://vlssm.nju.edu.cn/b9/9e/c22712a833950/page.htm,http://www.qtc.com.cn/article/178028472433614.html,vlssm.nju.edu.cn,2026-06-01,2026-06-01
243,新型量子传感技术能通过检测金刚石缺陷的微小扰动来识别交错磁体,https://phys.org/news/2026-05-diamond-quantum-sensor-reveal-elusive.html,http://www.qtc.com.cn/flash/178028572033619.html,phys.org,2026-05-31,2026-06-01
242,北京量子院量子操作系统软件研发团队在中性原子量子计算编译研究中取得重要进展,https://ieeexplore.ieee.org/document/11535023,http://www.qtc.com.cn/article/178028592433615.html,ieeexplore.ieee.org,2026-06-01,2026-06-01
241,我国科学家利用量子光将超快激光性能实现二十倍突破,https://phys.org/news/2026-05-quantum-boost-ultrafast-laser.html,http://www.qtc.com.cn/flash/178028672033620.html,phys.org,2026-06-01,2026-06-01
240,澳大利亚与国际研究人员合作发表量子计算在能源领域的发展路线图,https://www.csiro.au/en/news/All/Articles/2026/May/Quantum-computing-could-supercharge-the-energy-transition,http://www.qtc.com.cn/article/178020870733461.html,www.csiro.au,2026-05-31,2026-05-31
239,麻省理工学院计划新建量子系统实验室，以加速下一代量子技术发展,https://news.mit.edu/2026/new-laboratory-aims-to-advance-quantum-research-nation-0528,http://www.qtc.com.cn/article/178021032733462.html,news.mit.edu,2026-05-28,2026-05-31
238,大阪大学研究人员设计的钴蜂巢结构有望推动量子计算进步,https://www.sanken.osaka-u.ac.jp/en/achievement/release/20260528.html,http://www.qtc.com.cn/article/178021224733463.html,www.sanken.osaka-u.ac.jp,2026-05-28,2026-05-31
237,Q-CTRL发布白皮书：预计到2027年将为国防物流领域带来量子优势,https://q-ctrl.com/blog/q-ctrl-defines-the-path-to-quantum-battlefield-information-dominance-for-core-military-problems-in-promising-new-outlook,http://www.qtc.com.cn/article/178021284733468.html,q-ctrl.com,2026-05-28,2026-05-31
236,物理学家发现一种在纳米尺度更好控制光的新方法,https://news.emory.edu/features/2026/05/esc_new_control_nanoscale_light_28-05-2026/index.html,http://www.qtc.com.cn/article/178021404033465.html,news.emory.edu,2026-05-31,2026-05-31
235,科学家开发新框架以通过量子纠缠理解化学键科学家开发新框架以通过量子纠缠理解化学键,https://www.lmu.de/en/newsroom/news-overview/news/quantum-physics-a-matter-of-bonding-358e7fe1.html,http://www.qtc.com.cn/article/178021584033464.html,www.lmu.de,2026-05-31,2026-05-31
234,IBM将量子计算机“送进”课堂，一年期学生账号每月可白嫖10分钟,https://www.ibm.com/quantum/blog/classroom-accounts,http://www.qtc.com.cn/flash/178020846033480.html,www.ibm.com,2026-05-31,2026-05-31
233,AISA警告：政府和关键基础设施组织严重低估量子计算带来的网络安全风险,https://itbrief.com.au/story/australia-warned-over-quantum-cyber-security-risks,http://www.qtc.com.cn/flash/178021046033482.html,itbrief.com.au,2026-05-29,2026-05-31
232,我国研究人员利用超冷原子成功实验生成大规模薛定谔猫态,https://phys.org/news/2026-05-generation-massive-schrdinger-cat-states.html,http://www.qtc.com.cn/flash/178021146033483.html,phys.org,2026-05-31,2026-05-31
231,研究人员设计出量子版本的摆钟，能自主运行且比以往技术更精准,https://phys.org/news/2026-05-quantum-pendulum-clock-classical-accuracy.html,http://www.qtc.com.cn/flash/178021246033484.html,phys.org,2026-05-31,2026-05-31
230,富士康计划在2027年推出5至10比特量子计算原型机，2030年实现商业化,https://thequantuminsider.com/2026/05/29/foxconn-expects-quantum-commercialization-in-2030/,http://www.qtc.com.cn/flash/178021346033485.html,thequantuminsider.com,2026-05-29,2026-05-31
229,西班牙研究人员设计的超导纳米器件可呈现量子霍尔效应特征,https://phys.org/news/2026-05-topological-states-emerge-quantum-hall.html,http://www.qtc.com.cn/flash/178021446033486.html,phys.org,2026-05-31,2026-05-31
228,印度科学研究所成立创新与创业中心，助力量子及深科技初创企业成长,https://www.newsbytesapp.com/news/science/iisc-opens-wadhwani-centre-to-support-quantum-and-deep-tech-startups/tldr,http://www.qtc.com.cn/flash/178021546033487.html,www.newsbytesapp.com,2026-05-29,2026-05-31
227,IBM未来五年将向量子计算投资超100亿美元，2029年实现大规模容错量子计算,https://thequantuminsider.com/2026/05/28/ibm-plans-10-billion-quantum-push-as-efforts-to-commercialize-quantum-intensifies/,http://www.qtc.com.cn/flash/178020946033481.html,thequantuminsider.com,2026-05-28,2026-05-31
226,PsiQuantum亚太测试与验证实验室在格里菲斯大学正式启用,https://news.griffith.edu.au/2026/05/27/cutting-edge-quantum-lab-launches-at-griffith/,http://www.qtc.com.cn/flash/178011606033449.html,news.griffith.edu.au,2026-05-27,2026-05-30
225,D-Wave正面驳斥：量子优越性演示未被推翻，相关经典模拟研究存在局限,https://www.dwavequantum.com/company/newsroom/press-release/d-wave-s-quantum-supremacy-result-stands/,http://www.qtc.com.cn/flash/178011702033450.html,www.dwavequantum.com,2026-05-30,2026-05-30
224,太赫兹波赋能量子密钥分发：格拉斯哥大学为量子互联网安全通信开辟新路径,https://www.gla.ac.uk/news/headline_1267277_en.html,http://www.qtc.com.cn/flash/178011804033451.html,www.gla.ac.uk,2026-05-30,2026-05-30
223,揭示超导猫量子比特量子计算中的能量优势,https://arxiv.org/abs/2605.19854,http://www.qtc.com.cn/reference/177933048032712.html,arxiv.org,2026-06-01,2026-05-29
222,构建欧洲量子盾牌：全大陆量子密钥分配（QKD）基础设施的战略视角,https://arxiv.org/abs/2605.22332,http://www.qtc.com.cn/reference/177976566432993.html,arxiv.org,2026-06-01,2026-05-29
221,面向公用事业规模的多输出时间序列预测的混合量子-经典机器学习算法,https://arxiv.org/abs/2605.24252,http://www.qtc.com.cn/reference/177980160033165.html,arxiv.org,2026-06-01,2026-05-29
220,耗散猫量子比特中的比特翻转、饱和与量子混沌,https://arxiv.org/abs/2605.24100,http://www.qtc.com.cn/reference/177980382033176.html,arxiv.org,2026-06-01,2026-05-29
219,日本滨松光子学公司将在新加坡设立子公司以加强东南亚市场布局,https://www.hamamatsu.com/us/en/news/announcements/2026/20260526000000.html,http://www.qtc.com.cn/flash/178001370033326.html,www.hamamatsu.com,2026-05-29,2026-05-29
218,Bitcoin Cash社区激活Layla升级 已加入后量子安全支持,http://www.qtc.com.cn/flash/178001466033327.html,http://www.qtc.com.cn/flash/178001466033327.html,,2026-05-29,2026-05-29
217,霍尼韦尔向英国最大室内光学设施交付一台可移动式地面光学站,https://www.satelliteevolution.com/post/honeywell-ground-optical-station-to-support-research-at-new-uk-quantum-space-optics-lab,http://www.qtc.com.cn/flash/178001568033328.html,www.satelliteevolution.com,2026-05-26,2026-05-29
216,IBM 2026年Qiskit全球暑期学校现已开放注册,https://www.ibm.com/quantum/blog/qiskit-summer-school-2026,http://www.qtc.com.cn/flash/178001868033330.html,www.ibm.com,2026-05-29,2026-05-29
215,科学家在优化超导材料方面取得进展，新型缺陷识别将助力开发更低噪声量子器件,https://www.energy.gov/science/hep/articles/spotting-new-culprit-hunt-quantum-noise,http://www.qtc.com.cn/flash/178001970033331.html,www.energy.gov,2026-05-28,2026-05-29
214,北京量子院团队提出ZAP方案，可破解中性原子量子芯片原子搬运与串扰控制等难题,https://www.baqis.ac.cn/news/detail/?cid=4688,http://www.qtc.com.cn/flash/178002066033332.html,www.baqis.ac.cn,2026-05-29,2026-05-29
213,Quantum Machines实现7天冷启动Rigetti量子处理器，且性能达到官方调控水平,https://www.quantum-machines.co/blog/rigetti-novera-99-5-fidelity-opx1000/,http://www.qtc.com.cn/flash/178002168033333.html,www.quantum-machines.co,2026-05-27,2026-05-29
212,科学家将单个原子“钉”在光子谐振器旁，成功解决中性原子与集成光子学相结合难题,https://thequantuminsider.com/2026/05/27/researchers-trap-a-single-atom-on-a-photonic-chip-opening-a-route-to-integrated-quantum-optics/,http://www.qtc.com.cn/flash/178002270033334.html,thequantuminsider.com,2026-05-27,2026-05-29
211,曼彻斯特大学衍生公司Imperagen完成500万英镑种子轮融资,https://thequantuminsider.com/2026/05/27/manchester-spinout-imperagen-raises-5m-in-seed-funding-to-deploy-quantum-physics-ai-modelling-and-automated-labs-for-enzyme-engineering/,http://www.qtc.com.cn/flash/178002366033335.html,thequantuminsider.com,2026-05-27,2026-05-29
210,甲骨文与Classiq合作完成由AI驱动的量子代码生成与大规模仿真验证,https://quantumcomputingreport.com/oracle-and-classiq-integrate-quantum-ai-agents-with-oci-for-36-qubit-portfolio-optimization-hpc-simulation/,http://www.qtc.com.cn/flash/178002468033336.html,quantumcomputingreport.com,2026-05-27,2026-05-29
209,德国政府发布新版量子路线图：从研发转向产业规模化,https://qbn.world/german-government-unveils-quantum-technologies-roadmap-for-its-hightech-agenda/,http://www.qtc.com.cn/flash/178002570033337.html,qbn.world,2026-05-26,2026-05-29
208,巴西推进Quandanga量子通信网络项目，将建首个永久性实验基础设施,https://www.telecompaper.com/news/brazil-plans-development-of-quantum-communication-network--1572267,http://www.qtc.com.cn/flash/178002666033338.html,www.telecompaper.com,2026-05-27,2026-05-29
207,Quantinuum提交IPO申请，估值127亿美元，计划募资10.5亿美元,https://thequantuminsider.com/2026/05/26/honeywell-backed-quantinuum-files-for-landmark-quantum-ipo/,http://www.qtc.com.cn/flash/178001760033329.html,thequantuminsider.com,2026-05-26,2026-05-29
206,中性原子量子计算公司Pasqal拟借壳上市，已提交业务合并注册声明,https://www.globenewswire.com/news-release/2026/05/26/3301476/0/en/pasqal-and-bleichroeder-acquisition-corp-ii-announce-filing-of-registration-statement-on-form-f-4-in-connection-with-proposed-business-combination.html,http://www.qtc.com.cn/article/177993858233293.html,www.globenewswire.com,2026-05-26,2026-05-28
204,Pasqal已与特殊目的收购公司联合向美国证券交易委员会提交F-4表格注册声明,http://quantumwire.com/article/17798528886506.html,http://www.qtc.com.cn/flash/177992736033316.html,quantumwire.com,2026-05-28,2026-05-28
203,Qubic与Quantum Machines签署合同，其低温放大器迎来首个客户,http://quantumwire.com/article/17798524656505.html,http://www.qtc.com.cn/flash/177992836033317.html,quantumwire.com,2026-05-28,2026-05-28
202,GlobalPlatform推出集成了后量子密码技术的开源硅芯片分发方案,http://quantumwire.com/article/17798511496503.html,http://www.qtc.com.cn/flash/177993036033318.html,quantumwire.com,2026-05-28,2026-05-28
201,D-Wave获NORDTECH第二年项目资金支持，将推动超导量子比特材料制造升级,http://quantumwire.com/article/17798500716502.html,http://www.qtc.com.cn/flash/177993136033319.html,quantumwire.com,2026-05-28,2026-05-28
200,QuantumCT联合康涅狄格大学与耶鲁大学启动新一阶段试点项目以推动量子创新,http://quantumwire.com/article/17798495246501.html,http://www.qtc.com.cn/flash/177993236033320.html,quantumwire.com,2026-05-28,2026-05-28
199,ORCA Computing与Digital Realty合作，探索量子加速与AI基础设施融合,http://quantumwire.com/article/17798461726499.html,http://www.qtc.com.cn/flash/177993336033321.html,quantumwire.com,2026-05-28,2026-05-28
198,莫纳什大学开发的纳米电路可在单一芯片上实现光信息生成、引导与读取,http://quantumwire.com/article/17798458856498.html,http://www.qtc.com.cn/flash/177993436033322.html,quantumwire.com,2026-05-28,2026-05-28
197,Telia Finland与QMill联合开发面向移动网络的量子增强消息加密技术,http://quantumwire.com/article/17798452466496.html,http://www.qtc.com.cn/flash/177993536033323.html,quantumwire.com,2026-05-28,2026-05-28
196,Synergy Quantum宣布推出面向移动通信的量子安全安卓操作系统,http://quantumwire.com/article/17798438196494.html,http://www.qtc.com.cn/flash/177993636033324.html,quantumwire.com,2026-05-28,2026-05-28
195,波兰波兹南理工大学部署首台本地型量子计算机，欲推动量子教学与科研发展,http://quantumwire.com/article/17798424146491.html,http://www.qtc.com.cn/flash/177993736033325.html,quantumwire.com,2026-05-28,2026-05-28
194,芬兰量子算法初创公司Quanscient宣布完成1000万欧元A轮融资,http://quanscient.com/news/quanscient-raises-10m-leads-the-shift-to-quantum-and-ai-native-hardware-engineering,http://www.qtc.com.cn/flash/177984096033214.html,quanscient.com,2026-05-26,2026-05-27
193,美国科学家开发的新型声学器件可简化量子传感器设计,https://www.caltech.edu/about/news/tuning-into-quantum-sounds,http://www.qtc.com.cn/flash/177984196033215.html,www.caltech.edu,2026-05-27,2026-05-27
192,SeQure Quantum成功在智利部署一条量子安全通信链路,https://thequantuminsider.com/2026/05/25/sequre-quantum-the-first-quantum-safe-link-in-critical-electrical-infrastructure-in-chile/,http://www.qtc.com.cn/flash/177984296033216.html,thequantuminsider.com,2026-05-25,2026-05-27
191,日本科学家发现将分子与量子点组合可显著提升太阳能电池效率,https://phys.org/news/2026-05-supercharging-solar-cells-quantum-dot.html,http://www.qtc.com.cn/flash/177984396033217.html,phys.org,2026-05-27,2026-05-27
190,拉西瑞亚大学与enQase正合作推进量子安全基础设施部署,https://thequantuminsider.com/2026/05/26/la-sierra-university-launches-quantum-secure-pilot-to-protect-data/,http://www.qtc.com.cn/flash/177984496033218.html,thequantuminsider.com,2026-05-26,2026-05-27
189,罗马尼亚将投资超1亿欧元部署该国首台量子计算机,https://thequantuminsider.com/2026/05/26/romania-plans-e100-million-quantum-computer-project-in-iasi/,http://www.qtc.com.cn/flash/177984596033219.html,thequantuminsider.com,2026-05-26,2026-05-27
188,Terra Quantum将以35亿美元估值通过SPAC方式上市,https://www.prnewswire.com/news-releases/terra-quantum-and-axiom-intelligence-acquisition-corp-1-announce-definitive-business-combination-agreement-at-a-3-5-billion-equity-valuation-302781704.html,http://www.qtc.com.cn/flash/177984660033223.html,www.prnewswire.com,2026-05-26,2026-05-27
187,英国量子计算初创公司Universal Quantum受到多家SPAC公司关注,https://thequantuminsider.com/2026/05/26/uk-quantum-startup-draws-interest-from-u-s-spacs-the-telegraph-reports/,http://www.qtc.com.cn/flash/177984796033221.html,thequantuminsider.com,2026-05-26,2026-05-27
186,BitGo将与Silence Laboratories共同开发量子安全的MPC钱包基础设施,https://www.businesswire.com/news/home/20260526229210/en/BitGo-and-Silence-Laboratories-Complete-First-Post-Quantum-MPC-Transaction-Simulation-by-a-Regulated-Custodian,http://www.qtc.com.cn/flash/177984896033222.html,www.businesswire.com,2026-05-27,2026-05-27
185,网络安全公司Genience宣布进军量子安全市场,https://thequantuminsider.com/2026/05/26/genience-enters-4-7-trillion-won-quantum-security-market/,http://www.qtc.com.cn/flash/177985020033220.html,thequantuminsider.com,2026-05-26,2026-05-27
184,ESL Shipping与QMill将合作探索量子计算在复杂航运决策领域的应用潜力,https://qmill.com/en/press-release-esl-shipping-and-qmill-explore-quantum-computing,http://www.qtc.com.cn/flash/177985096033224.html,qmill.com,2026-05-27,2026-05-27
183,北京量子院研究团队利用生成式AI实现连续原生门量子线路的混合扩散-优化合成,https://iopscience.iop.org/article/10.1088/1402-4896/ae6a4a,http://www.qtc.com.cn/article/177976380233088.html,iopscience.iop.org,2026-05-26,2026-05-26
182,印度储备银行新设Q-SAFE八人专家组，以全面评估量子威胁与加密转型,https://www.thehindubusinessline.com/money-and-banking/rbi-launches-q-safe-panel-to-study-quantum-technology-in-banking/article71020966.ece,http://www.qtc.com.cn/flash/177976418033094.html,www.thehindubusinessline.com,2026-05-25,2026-05-26
181,Scaleway与QbitSoft联手推出欧洲首个云原生量子采用计划,https://www.scaleway.com/en/news/scaleway-and-qbitsoft-launch-europes-first-cloud-native-quantum-adoption-program/,http://www.qtc.com.cn/flash/177976518033093.html,www.scaleway.com,2026-05-22,2026-05-26
180,浙江大学量子物态与器件研究中心：耗散塑造响应,https://journals.aps.org/prl/abstract/10.1103/rbck-mt1k,http://www.qtc.com.cn/article/177976594733086.html,journals.aps.org,2026-05-26,2026-05-26
179,印度量子安全技术初创公司Pramatra Space获得种子前融资,https://thequantuminsider.com/2026/05/25/quantum-security-venture-pramatra-space-raises-pre-seed-funding/,http://www.qtc.com.cn/flash/177976618033092.html,thequantuminsider.com,2026-05-25,2026-05-26
178,南京大学邹欣晔和程建春课题组实现轨道诱导的三维ℤ分类高阶拓扑绝缘体,https://journals.aps.org/prl/abstract/10.1103/74kx-xg78,http://www.qtc.com.cn/article/177976716733087.html,journals.aps.org,2026-05-26,2026-05-26
177,普林斯顿大学推出AI机器人实验室系统可实现石墨烯与量子材料自主制备,https://thequantuminsider.com/2026/05/25/ai-run-robot-lab-creates-graphene-and-builds-quantum-devices/,http://www.qtc.com.cn/flash/177976718033091.html,thequantuminsider.com,2026-05-25,2026-05-26
176,Quantum Midi Posse在IBM硬件上完成一项基准测试，成功验证其QSCE框架,https://thequantuminsider.com/2026/05/24/quantum-midi-posse-reports-96-qubit-structured-output-benchmark-on-ibm-hardware/,http://www.qtc.com.cn/flash/177976818033090.html,thequantuminsider.com,2026-05-24,2026-05-26
175,量子投资基金Ground State Ventures将一名投资总监提升为合伙人,https://thequantuminsider.com/2026/05/20/quantum-tech-vc-firm-ground-state-ventures-promotes-kris-kaczmarek-to-partner/,http://www.qtc.com.cn/flash/177975450732967.html,thequantuminsider.com,2026-05-20,2026-05-26
174,新加坡出台一系列新举措，助力企业应对AI革命与量子威胁双重挑战,https://www.telecompaper.com/news/singapore-expands-quantum-safe-telecom-infrastructure-plans-enterprise-ai-initiatives--1571874,http://www.qtc.com.cn/flash/177975516732974.html,www.telecompaper.com,2026-05-22,2026-05-26
173,从障碍到资源：卡尔斯鲁厄理工学院首次实现对超导体磁涡旋进行量子控制,https://www.kit.edu/kit/english/pi_2026_046_once-a-disruption-now-a-resource-superconducting-vortices-used-as-qubits.php,http://www.qtc.com.cn/flash/177975696732987.html,www.kit.edu,2026-05-26,2026-05-26
172,加拿大资助555万加元发起两项量子挑战，聚焦北极光学地面站与远距离量子中继,https://thequantuminsider.com/2026/05/23/canada-opens-5-5-million-quantum-networking-challenge-to-advance-quantum-repeaters/,http://www.qtc.com.cn/flash/177975780032972.html,thequantuminsider.com,2026-05-23,2026-05-26
171,研究人员利用经典计算机成功求解被认为不可能完成的复杂量子物理问题,https://www.simonsfoundation.org/2026/05/21/quantum-dynamics-breakthrough-overturns-claim-of-quantum-supremacy-opens-new-research-directions/,http://www.qtc.com.cn/flash/177975876732975.html,www.simonsfoundation.org,2026-05-21,2026-05-26
170,OIST新研究重新定义自旋玻璃，为量子自旋液体提供了更稳健研究路径,https://www.oist.jp/news-center/news/2026/5/21/complete-evolution-spin-glass-order-chaos,http://www.qtc.com.cn/flash/177976002832976.html,www.oist.jp,2026-05-22,2026-05-26
169,德国科学家成功实现对有机分子进行单分子级的量子调控,https://thequantuminsider.com/2026/05/20/molecular-qubit-achieves-single-photon-quantum-control/,http://www.qtc.com.cn/flash/177976224732968.html,thequantuminsider.com,2026-05-20,2026-05-26
168,Crypto4A正式发布量子安全密钥管理平台QxVault,https://www.prnewswire.com/news-releases/crypto4a-announces-general-availability-of-qxvault-a-quantum-safe-secrets-management-platform-built-for-simplicity-sovereignty-and-scale-302780466.html,http://www.qtc.com.cn/flash/177976318033095.html,www.prnewswire.com,2026-05-25,2026-05-26
167,法国重金押注未来：马克龙宣布追加10亿欧元发展量子技术,https://www.france24.com/en/live-news/20260522-france-announces-billion-euro-boost-for-quantum-computing,http://www.qtc.com.cn/flash/177976086433085.html,www.france24.com,2026-05-22,2026-05-26
166,Rigetti采购牛津仪器的原子层蚀刻系统，以提升其量子晶圆厂制造能力,https://www.oxinst.com/news/oxford-instruments-to-supply-atomic-layer-etch-equipment-to-rigetti-computing-to-expand-advanced-quantum-fabrication-capabilities/,http://www.qtc.com.cn/flash/177967014732981.html,www.oxinst.com,2026-05-25,2026-05-25
165,Arqit公布新财务业绩：营收仅62.3万美元，月均运营支出降至260万,https://www.globenewswire.com/news-release/2026/05/21/3299277/0/en/arqit-quantum-inc-announces-financial-results-for-first-half-of-fiscal-year-2026.html,http://www.qtc.com.cn/flash/177967164832980.html,www.globenewswire.com,2026-05-21,2026-05-25
164,Aegiq启用英国新总部，计划投数百万英镑打造光子量子计算卓越中心,https://quantumzeitgeist.com/aegiq-plans-multi-million-pound/,http://www.qtc.com.cn/flash/177967248732973.html,quantumzeitgeist.com,2026-05-20,2026-05-25
163,SBQuantum获400万加元种子轮融资，加速金刚石量子磁力计商业化,https://sbquantum.com/seed_sbq/,http://www.qtc.com.cn/flash/177967290732977.html,sbquantum.com,2026-05-25,2026-05-25
162,WISER与弗劳恩霍夫的新联合研究探索了量子机器学习在异常检测中的应用,https://www.itwm.fraunhofer.de/en/press-publications/press-releases/2026/2026_05_19_WISER_EN.html,http://www.qtc.com.cn/flash/177967392732971.html,www.itwm.fraunhofer.de,2026-05-20,2026-05-25
161,科学家化障碍为利器：散射介质可变身为量子信息安全传输新组件,https://www.lkb.fr/en/the-quantum-key-to-seeing-through-chaos/,http://www.qtc.com.cn/flash/177967488732986.html,www.lkb.fr,2026-05-20,2026-05-25
160,QuiX发布光子组装控制单元 可降低光量子系统复杂度并提升集成与维护效率,https://thequantuminsider.com/2026/05/21/quix-quantum-introduces-pacu-a-photonic-assembly-control-unit-for-scalable-quantum-systems/,http://www.qtc.com.cn/flash/177967596732969.html,thequantuminsider.com,2026-05-21,2026-05-25
159,南卡罗来纳大学力邀前NASA及国土安全部专家，以加速量子信息技术布局,https://thequantuminsider.com/2026/05/21/university-of-south-carolina-establishes-national-level-quantum-senior-external-advisors-to-strengthen-research-and-education/,http://www.qtc.com.cn/flash/177967650532970.html,thequantuminsider.com,2026-05-21,2026-05-25
