ID,标题,原始链接,量科链接,来源域名,原始日期,量科日期
158,金刚石超导机制获新解：美研究人员为开发多功能量子芯片奠定了基础,https://pme.uchicago.edu/news/designer-superconducting-diamond-researchers-uncover-path-multi-modality-quantum-chips,http://www.qtc.com.cn/flash/177967732832984.html,pme.uchicago.edu,2026-05-22,2026-05-25
157,法国量子计算初创公司Alice & Bob获得英伟达风投部门投资,https://www.hpcwire.com/off-the-wire/alice-bob-expands-e100m-series-b-with-investment-from-nvidias-nventures/,http://www.qtc.com.cn/flash/177967878432982.html,www.hpcwire.com,2026-05-25,2026-05-25
156,华东师大团队《自然》发文：量子增强电子隧穿,https://www.ecnu.edu.cn/info/1094/72306.htm,http://www.qtc.com.cn/article/177967949732996.html,www.ecnu.edu.cn,2026-05-25,2026-05-25
155,美国伊利诺伊州发布该州首份量子教育全景报告,https://iqmp.org/news/first-of-its-kind-report-positions-illinois-as-national-leader-in-quantum-workforce-development/,http://www.qtc.com.cn/flash/177967998432979.html,iqmp.org,2026-05-25,2026-05-25
154,SBQuantum获得加拿大国防部两份价值300万加元的量子磁力计合同,https://www.einpresswire.com/article/913857794/sbquantum-announces-two-new-contracts-with-canada-s-department-of-national-defence-totaling-3-million?n=2,http://www.qtc.com.cn/flash/177968052232978.html,www.einpresswire.com,2026-05-21,2026-05-25
153,中国科大发现镍基高温超导机制的重要实验证据,https://www.nature.com/articles/s41586-025-08755-z,http://www.qtc.com.cn/article/177968070732997.html,www.nature.com,2025-02-17,2026-05-25
152,超导量子整机研发企业上海矩量光启获2亿元天使轮融资,https://finance.sina.cn/tech/2026-05-18/detail-inhyhpys0834120.d.html,http://www.qtc.com.cn/flash/177968112432998.html,finance.sina.cn,2026-05-18,2026-05-25
100,法国团队突破性研究：利用量子纠缠实现不透明介质透明化,https://www.cnrs.fr/en/press/rendering-opacity-transparent-through-quantum-entanglement,http://www.qtc.com.cn/article/177959478132893.html,www.cnrs.fr,2026-05-20,2026-05-24
99,Atom Computing与美国商务部签署意向书，欲推动中性原子量子计算商业化,https://atom-computing.com/atom-computing-announces-letter-of-intent-with-u-s-department-of-commerce-for-100-million-to-accelerate-path-to-fault-tolerant-utility-scale-quantum-computing/,http://www.qtc.com.cn/flash/177959622032869.html,atom-computing.com,2026-05-21,2026-05-24
98,美国商务部拟资助PsiQuantum 1亿美元，推动光量子计算核心技术本土化,https://www.psiquantum.com/news-import/us-department-of-commerce,http://www.qtc.com.cn/flash/177959718032870.html,www.psiquantum.com,2026-05-24,2026-05-24
97,Pasqal首次在真实量子处理器上验证逻辑量子比特要显著优于传统方法,https://beian.miit.gov.cn,http://www.qtc.com.cn/flash/177959820032871.html,beian.miit.gov.cn,2026-05-24,2026-05-24
96,格芯成立量子技术解决方案部门，并获美国商务部3.75亿美元拨款,https://gf.com/gf-press-release/globalfoundries-launches-quantum-technology-solutions-to-scale-us-quantum-manufacturing/,http://www.qtc.com.cn/flash/177960222032860.html,gf.com,2026-05-21,2026-05-24
95,英国创新署量子PNT项目第一阶段结束，Xairos助力构建非GNSS授时体系,https://www.businesswire.com/news/home/20260521620579/en/Xairos-Closes-Out-Phase-1-of-the-Innovate-UK-Contracts-for-Innovation-Quantum-Sensors-and-PNT-Missions-Primer,http://www.qtc.com.cn/flash/177960318032859.html,www.businesswire.com,2026-05-24,2026-05-24
94,美国商务部拟向D-Wave提供1亿美元资金支持，助力其发展量子计算技术,https://www.dwavequantum.com/company/newsroom/press-release/d-wave-and-department-of-commerce-sign-letter-of-intent-for-100-million-in-chips-and-science-act-funding/,http://www.qtc.com.cn/flash/177960420032858.html,www.dwavequantum.com,2026-05-24,2026-05-24
93,PacketLight携手Quantum XChange，融合PQC与QKD强化光网络安全,https://www.packetlight.com/about/press-releases/packetlight-partners-with-quantum-xchange-quantum-safe-optical-networking,http://www.qtc.com.cn/flash/177960522032856.html,www.packetlight.com,2026-05-24,2026-05-24
92,Quantinuum将获美联邦资金支持，联手本土供应商开发容错型离子阱量子计算机,https://www.quantinuum.com/press-releases/quantinuum-and-bp-collaborate-towards-solving-fundamental-wave-physics-challenges-with-quantum-computing,http://www.qtc.com.cn/flash/177960618032850.html,www.quantinuum.com,2026-05-24,2026-05-24
91,Superpositions Studio推出面向企业的量子机器学习平台,https://thequantuminsider.com/2026/05/20/superpositions-studio-general-availability-quantum-ml-platform/,http://www.qtc.com.cn/flash/177960822032775.html,thequantuminsider.com,2026-05-20,2026-05-24
90,后量子密码学护航AI机器人：WISeKey推出WISeRobot.ch平台应对量子威胁,https://www.sealsq.com/investors/news-releases/sealsq-and-wisekey-announce-roadmap-and-launch-of-official-website-for-wiserobot.ch-integrating-human-centric-ai-with-post-quantum-securi-1779260403116,http://www.qtc.com.cn/flash/177960918032774.html,www.sealsq.com,2026-05-20,2026-05-24
89,量子计算先驱Seth Lloyd加入Planckian，助力其全局控制量子纠错策略研发,https://thequantuminsider.com/2026/05/14/planckian-welcomes-seth-lloyd-founding-fellow/,http://www.qtc.com.cn/flash/177961020032427.html,thequantuminsider.com,2026-05-14,2026-05-24
88,Quantinuum与美国商务部签署意向书，将加速美国在量子计算领域的领先地位,https://www.quantinuum.com/press-releases/quantinuum-enters-into-letter-of-intent-with-the-us-department-of-commerce-for-funding-opportunity-to-accelerate-us-leadership-in-quantum-computing,http://www.qtc.com.cn/article/177951502132878.html,www.quantinuum.com,2026-05-23,2026-05-23
87,Rigetti与美国商务部签署意向书，以相应股权换1亿美元量子研发资金,https://investors.rigetti.com/news-releases/news-release-details/rigetti-signs-letter-intent-us-government-quantum-computing,http://www.qtc.com.cn/article/177951864232880.html,investors.rigetti.com,2026-05-23,2026-05-23
86,Pasqal首次利用中性原子量子计算机演示逻辑比特在求解微分方程方面要强于物理比特,https://www.pasqal.com/newsroom/pasqal-demonstrates-logical-qubits-outperform-physical-qubits-solving-differential-equations-an-industry-first-for-neutral-atom-quantum-computing/,http://www.qtc.com.cn/article/177951492132877.html,www.pasqal.com,2026-05-21,2026-05-23
85,美国政府宣布20亿美元量子计算激励计划，以强化在该领域的领导地位,http://quantumwire.com/article/17794182846462.html,http://www.qtc.com.cn/article/177951684232879.html,quantumwire.com,2026-05-23,2026-05-23
84,七国集团G7央行发布首份量子技术报告,https://www.bancaditalia.it/media/notizia/g7-central-banks-publish-first-report-on-quantum-technologies/?dotcache=refresh,http://www.qtc.com.cn/article/177943524132786.html,www.bancaditalia.it,2026-05-22,2026-05-22
83,Kipu Quantum发布新量子-经典混合框架，推动机器学习模型实现企业级部署,https://kipu-quantum.com/news/quantum-enhanced-ai-production,http://www.qtc.com.cn/article/177943278232788.html,kipu-quantum.com,2026-05-20,2026-05-22
82,中国移动集团密集造访中科酷原，深化量子合作，同筑算力未来,https://cascoldatom.com/news.php,http://www.qtc.com.cn/article/177943200232868.html,cascoldatom.com,2026-05-22,2026-05-22
81,Eurofiber与Colt凭借量子密钥分发创新荣获LCL运营商社区奖,https://www.eurofiber.com/press/eurofiber-and-colt-win-lcl-carrier-community-award-for-innovation-in-quantum-key-distribution/,http://www.qtc.com.cn/article/177943398132787.html,www.eurofiber.com,2026-05-20,2026-05-22
80,美国商务部拟向Infleqtion资助最高1亿美元，以推动中性原子量子系统研发,https://infleqtion.com/infleqtion-signs-letter-of-intent-with-the-u-s-department-of-commerce-for-100-million-to-accelerate-u-s-leadership-in-quantum-computing/,http://www.qtc.com.cn/flash/177942072132867.html,infleqtion.com,2026-05-21,2026-05-22
79,西班牙设立“西班牙量子联盟” 将助力该国在量子技术领域提升影响力,https://qsnp.eu/squa-is-born-the-spanish-association-that-brings-together-the-quantum-technologies-ecosystem/,http://www.qtc.com.cn/flash/177940896732778.html,qsnp.eu,2026-05-20,2026-05-22
78,PsiQuantum在昆士兰州推进全球首台实用级量子计算机项目建设,https://www.psiquantum.com/news-import/psiquantum-unveils-new-australian-site-at-moreton-bay-central,http://www.qtc.com.cn/flash/177940974732854.html,www.psiquantum.com,2026-05-22,2026-05-22
77,Xanadu量子技术公司宣布QROM算法突破，可将Toffoli门数量减半,https://www.prnewswire.com/news-releases/xanadu-breakthrough-lowers-the-cost-of-quantum-applications-302778615.html,http://www.qtc.com.cn/flash/177941141632862.html,www.prnewswire.com,2026-05-21,2026-05-22
76,意大利电信运营商Sparkle借助Equinix扩展量子安全连接能力,https://www.tisparkle.com/media/press-release/sparkle-expands-quantum-safe-connectivity-equinix,http://www.qtc.com.cn/flash/177941256132851.html,www.tisparkle.com,2026-05-22,2026-05-22
75,Quantum X Labs成功将谷歌公开的表面码数据集集成到其量子纠错转换器中,https://www.globenewswire.com/news-release/2026/05/21/3299300/0/en/quantum-x-labs-successfully-integrates-google-s-public-surface-code-dataset-into-its-deep-quantum-error-correction-transformer.html,http://www.qtc.com.cn/flash/177941352432861.html,www.globenewswire.com,2026-05-21,2026-05-22
74,光量子计算公司Xanadu与Yorkville达成3亿美元股权融资计划,https://www.prnewswire.com/news-releases/xanadu-announces-300-million-synthetic-at-the-market-program-302778522.html,http://www.qtc.com.cn/flash/177941478232864.html,www.prnewswire.com,2026-05-21,2026-05-22
73,东芝与Quantum Bridge成功演示基于QKD技术的全球量子安全网络能力,https://www.toshiba.eu/quantum/news/toshiba-europe-limited-and-quantum-bridge-technologies-demonstrate-global-quantum-safe-networking-capability/,http://www.qtc.com.cn/flash/177941592432865.html,www.toshiba.eu,2026-05-22,2026-05-22
72,Diraq将获美国商务部最高3800万美元资金支持，加速推进硅基量子芯片规模化,https://www.globenewswire.com/news-release/2026/05/21/3299238/0/en/Diraq-Signs-38M-Letter-of-Intent-with-the-U-S-Department-of-Commerce-under-CHIPS-Act-to-Scale-Domestic-Quantum-Computing-Processors-Using-Silicon-Spin-Technology.html,http://www.qtc.com.cn/flash/177941832432866.html,www.globenewswire.com,2026-05-21,2026-05-22
71,Infleqtion公布多项量子计算研究进展，持续推进其实用级容错量子计算路线,https://infleqtion.com/infleqtion-strengthens-neutral-atom-quantum-computing-platform-with-new-technical-breakthroughs/,http://www.qtc.com.cn/flash/177941970732855.html,infleqtion.com,2026-05-20,2026-05-22
70,IBM投资10亿美元+10亿CHIPS补贴，成立专注于量子晶圆制造的Anderon公司,https://newsroom.ibm.com/ibm-and-u-s-department-of-commerce-announce-americas-first-purpose-built-quantum-foundry,http://www.qtc.com.cn/flash/177941712732863.html,newsroom.ibm.com,2026-05-22,2026-05-22
69,三井住友银行与东芝公司合作开发出基于先进量子驱动技术的新股票指数,https://www.global.toshiba/ww/news/digitalsolution/2026/05/news-20260520-01.html,http://www.qtc.com.cn/flash/177932958132675.html,www.global.toshiba,2026-05-21,2026-05-21
68,穆迪公司警告称：量子计算威胁将重塑全球数字金融风险,https://thequantuminsider.com/2026/05/20/moodys-report-warns-quantum-threat-could-reshape-digital-finance-risk/,http://www.qtc.com.cn/flash/177933072232776.html,thequantuminsider.com,2026-05-20,2026-05-21
67,Quantum Bridge获得800万美元融资，用于加固全球网络以抵御量子威胁,https://qubridge.io/quantum-bridge-secures-8-million-to-fortify-global-networks-against-quantum-threats/,http://www.qtc.com.cn/flash/177933204132777.html,qubridge.io,2026-05-20,2026-05-21
66,中国科大实现碳化硅氧-空位色心的高效制备与结构识别,https://doi.org/10.1002/adma.73419,http://www.qtc.com.cn/article/177933334632780.html,doi.org,2026-05-21,2026-05-21
65,半导体元件界面工程实现无电压量子电子态双向调控,https://www.ntu.edu.tw/spotlight/2026/2492_20260520.html,http://www.qtc.com.cn/article/177933594432781.html,www.ntu.edu.tw,2026-05-21,2026-05-21
64,瑞典科学家开发的新型芯片可模拟量子系统与周围环境的交互行为,https://via.tt.se/pressmeddelande/4386261/new-chip-offers-way-to-make-use-of-quantum-system-imperfections?publisherId=3236652&lang=en,http://www.qtc.com.cn/flash/177932376132680.html,via.tt.se,2026-05-21,2026-05-21
63,MAQCS项目将实现1000量子比特中性原子计算机与HPC设施集成,https://planqc.eu/technology/maqcs-custom-system,http://www.qtc.com.cn/flash/177932472732455.html,planqc.eu,2023-12-01,2026-05-21
62,西班牙BSC-CNS超算中心已部署并集成一枚35量子比特超导量子芯片,https://www.hpcwire.com/off-the-wire/bsc-expands-its-quantum-computer-capacity-and-consolidates-open-access-infrastructure/,http://www.qtc.com.cn/flash/177932484132679.html,www.hpcwire.com,2026-05-21,2026-05-21
61,HiPEQ项目团队开发出面向量子技术应用的高稳定性微型激光光源,https://www.ilt.fraunhofer.de/en/press/press-releases/2026/5-19-hipeq-crystal-growth-for-quantum-technology.html,http://www.qtc.com.cn/flash/177932604232678.html,www.ilt.fraunhofer.de,2026-05-19,2026-05-21
60,Terra Quantum在马耳他现有电信网络中成功部署其量子密钥分发系统,https://terraquantum.swiss/news/terra-quantum-deploys-quantum-secure-network-link-in-malta/,http://www.qtc.com.cn/flash/177932712232677.html,terraquantum.swiss,2026-05-21,2026-05-21
59,Quantinuum与Synopsys达成战略合作，将推进量子计算在工业设计中的应用,https://www.quantinuum.com/press-releases/quantinuum-announces-collaboration-with-synopsys-toward-advancing-industrial-design-with-quantum-computing,http://www.qtc.com.cn/flash/177932843932676.html,www.quantinuum.com,2026-05-21,2026-05-21
58,欧洲启动TransEuroOGS项目，将在欧盟成员国间建设光学地面站网络,https://www.iof.fraunhofer.de/en/pressrelease/2026/TransEuroOGS-KickOff.html,http://www.qtc.com.cn/flash/177932256732681.html,www.iof.fraunhofer.de,2026-05-19,2026-05-21
56,德国科学家在基于半导体量子点的量子光源研究方面取得重要进展,https://www.squad-germany.de/en/new-article-on-quantum-teleportation-published-2/,http://www.qtc.com.cn/flash/177924762032458.html,www.squad-germany.de,2026-05-14,2026-05-21
53,全球首例：Imec展示采用高数值孔径极紫外光刻技术的量子点量子比特器件,https://www.imec-int.com/en/press/world-first-imec-presents-quantum-dot-qubit-device-using-high-na-euv-lithography,http://www.qtc.com.cn/flash/177924090732453.html,www.imec-int.com,2026-05-21,2026-05-21
49,Q.ANT在人工智能电力需求激增之际，将光子AI计算推向商业化,https://qant.com/news/q-ant-takes-photonic-ai-computing-commercial-as-ais-power-demand-surges/,http://www.qtc.com.cn/flash/177923640032456.html,qant.com,2026-05-19,2026-05-21
48,德累斯顿工业大学正式启用两个新研究实验室 包括一个量子实验室,https://www.squad-germany.de/en/new-quantum-lab-at-tu-dresden/,http://www.qtc.com.cn/flash/177923724832457.html,www.squad-germany.de,2026-05-19,2026-05-21
57,日本研究人员利用反铁磁材料开发出非易失性量子开关器件,https://www.s.u-tokyo.ac.jp/en/press/11143/,http://www.qtc.com.cn/flash/177924666032454.html,www.s.u-tokyo.ac.jp,2026-05-20,2026-05-20
55,复旦大学周洋课题组揭示量子场论中“缺陷”对基态能量与纠缠结构的普适贡献,https://journals.aps.org/prl/abstract/10.1103/fz81-ysss,http://www.qtc.com.cn/article/177925262332529.html,journals.aps.org,2026-05-20,2026-05-20
54,UCSB科学家首次在扭曲二硒化钨超晶格中观测到奇异的中性电荷准粒子,https://news.ucsb.edu/2026/022575/first-time-direct-observation-exotic-charge-neutral-quasiparticles-twisted-tungsten,http://www.qtc.com.cn/flash/177923970732451.html,news.ucsb.edu,2026-05-18,2026-05-20
52,西部数据推出基于后量子密码学技术的升级版Ultrastar硬盘,https://www.westerndigital.com/en-kw/company/newsroom/press-releases/2026/2026-05-18-wd-advances-next-generation-trusted-infrastructure-with-post-quantum-cryptography,http://www.qtc.com.cn/flash/177924204732452.html,www.westerndigital.com,2026-05-20,2026-05-20
51,韩国电信KT宣布今年启动后量子密码试点迁移，将应用于关键国防系统,https://www.telecompaper.com/news/kt-to-deploy-post-quantum-cryptography-across-south-korean-defence-systems--1571452,http://www.qtc.com.cn/flash/177924312732460.html,www.telecompaper.com,2026-05-19,2026-05-20
50,Quantum eMotion与JMEM签署联盟协议，启动后量子安全芯片合作新阶段,https://www.quantumemotion.com/press-release/129/quantum-emotion-and-jmem-tek-sign-consortium-agreement-to-accelerate-quantum-resilient-semiconducto,http://www.qtc.com.cn/flash/177923832432459.html,www.quantumemotion.com,2026-05-19,2026-05-20
47,富士通与东京科学大学设立联合研究基地，推进量子硬件研发与人才培养,https://global.fujitsu/en-global/pr/news/2026/05/15-02,http://www.qtc.com.cn/article/177917238232439.html,global.fujitsu,2026-05-19,2026-05-19
46,九种候选方案晋级后量子密码标准化流程附加数字签名第三轮评选,https://csrc.nist.gov/News/2026/nist-advances-9-candidates-to-the-3rd-round-of-pqc,http://www.qtc.com.cn/article/177917358232438.html,csrc.nist.gov,2026-05-13,2026-05-19
45,Infleqtion报告2026年第一季度营收创纪录，客户需求加速增长,https://infleqtion.com/infleqtion-reports-record-q1-revenue-as-customer-demand-accelerates/,http://www.qtc.com.cn/article/177917482232437.html,infleqtion.com,2026-05-14,2026-05-19
44,科学家描绘出可变革计算技术的材料发展路线图,https://www.uottawa.ca/about-us/news-all/scientists-chart-path-toward-materials-could-transform-computing,http://www.qtc.com.cn/article/177917736332433.html,www.uottawa.ca,2026-05-19,2026-05-19
43,让“光”轻松完成计算任务,https://penntoday.upenn.edu/news/making-light-work-computing,http://www.qtc.com.cn/article/177917838432434.html,penntoday.upenn.edu,2026-04-23,2026-05-19
42,QNu Labs被MarketsandMarkets评为量子密钥分发市场的明星企业,https://www.prnewswire.com/news-releases/qnu-labs-is-recognized-as-a-star-player-in-the-marketsandmarkets-360quadrants-for-the-quantum-key-distribution-qkd-market-302772109.html,http://www.qtc.com.cn/article/177917970232435.html,www.prnewswire.com,2026-05-14,2026-05-19
41,韩国科学家利用二维半导体在室温下实现明亮量子光发射,https://ibs.re.kr/cop/bbs/BBSMSTR_000000000738/selectBoardArticle.do;jsessionid=A737976C75203FB4AD235825DFFF716C?nttId=26633&amp;pageIndex=1&amp;searchCnd=&amp;searchWrd=,http://www.qtc.com.cn/article/177917988232430.html,ibs.re.kr,2026-05-19,2026-05-19
10,量子计算公司Nord Quantique获3000万美元融资，估值约14亿美元,https://thequantuminsider.com/2026/05/15/nord-quantique-reaches-1-4-billion-valuation-in-fidelity-backed-financing/,http://www.qtc.com.cn/flash/177914964832425.html,thequantuminsider.com,2026-05-15,2026-05-19
9,BNB Chain完成加密基础设施升级，引入后量子密码抵御量子计算威胁,https://www.cointrust.com/market-news/bnb-chain-adopts-post-quantum-security-upgrade,http://www.qtc.com.cn/flash/177915060532428.html,www.cointrust.com,2026-05-15,2026-05-19
8,美国能源部发布容错量子计算RFI通知，剑指2028年前部署科学级FTQC系统,https://quantumcomputingreport.com/u-s-department-of-energy-issues-rfi-for-2028-fault-tolerant-quantum-computer/,http://www.qtc.com.cn/flash/177915204732426.html,quantumcomputingreport.com,2026-05-15,2026-05-19
7,印度马哈拉施特拉邦启动量子技术技能发展计划，多方机构参与共建,https://www.hindustantimes.com/cities/pune-news/quantum-tech-training-hub-to-come-up-at-iiser-pune-101778957495435-amp.html,http://www.qtc.com.cn/flash/177915330732429.html,www.hindustantimes.com,2026-05-17,2026-05-19
6,克莱姆森大学获65万美元资助，支持打造可扩展量子计算系统实验室,https://www.scquantum.org/news/clemson-university-advances-quantum-software-research-through-650000-initiative-focused-real,http://www.qtc.com.cn/flash/177915450732441.html,www.scquantum.org,2026-05-19,2026-05-19
5,韩国联合研究团队开发新型量子光源 室温下可发射明亮光信号,https://ibs.re.kr/cop/bbs/BBSMSTR_000000000738/selectBoardArticle.do;jsessionid=A737976C75203FB4AD235825DFFF716C?nttId=26633&pageIndex=1&searchCnd=&searchWrd=,http://www.qtc.com.cn/flash/177915528732442.html,ibs.re.kr,2026-05-19,2026-05-19
4,沙特阿美与Pasqal合作启用沙特首台量子计算机 并推出中东首个QCaaS平台,https://www.pasqal.com/newsroom/aramco-and-pasqal-launch-saudi-arabias-first-quantum-computer-and-middle-easts-first-commercial-quantum-computing-as-a-service-platform/,http://www.qtc.com.cn/flash/177915678432443.html,www.pasqal.com,2026-05-18,2026-05-19
3,伊利诺伊卫斯理大学成立全美首个本科跨学科量子中心,https://www.iwu.edu/news/2026/illinois-wesleyan-announces-interdisciplinary-undergraduate-quantum-science-engineering-center.html,http://www.qtc.com.cn/flash/177915810732444.html,www.iwu.edu,2026-05-14,2026-05-19
2,七国集团警告量子风险：金融安全面临变革，后量子密码成关键防线,https://thequantuminsider.com/2026/05/18/the-good-the-bad-and-the-buggy-g7-paper-outlines-promises-and-threats-of-quantum-tech-for-the-financial-system/,http://www.qtc.com.cn/flash/177915918732445.html,thequantuminsider.com,2026-05-18,2026-05-19
1,Sitehop推出紧凑型后量子加密设备，守护工业与能源网络安全,https://thequantuminsider.com/2026/05/18/sitehop-post-quantum-encryption-pqc-device/,http://www.qtc.com.cn/flash/177916044732446.html,thequantuminsider.com,2026-05-18,2026-05-19
11,量子抗性网络：原语、协议与最佳实践综述,https://arxiv.org/abs/2605.04129,http://www.qtc.com.cn/reference/177907408632412.html,arxiv.org,2026-06-01,2026-05-18
13,量子计算机的能源效率,https://arxiv.org/abs/2605.15090,http://www.qtc.com.cn/reference/177890021032348.html,arxiv.org,2026-06-01,2026-05-16
12,用于集成量子光子学的超导单光子探测器,https://arxiv.org/abs/2605.14829,http://www.qtc.com.cn/reference/177890456632381.html,arxiv.org,2026-06-01,2026-05-16
14,针对实用量子密钥分发的数值安全性分析,https://arxiv.org/abs/2605.12984,http://www.qtc.com.cn/reference/177881433832257.html,arxiv.org,2026-06-01,2026-05-15
16,多比特稳定子读出在双物种里德伯阵列上的实现,https://arxiv.org/abs/2605.10924,http://www.qtc.com.cn/reference/177864285832034.html,arxiv.org,2026-05-13,2026-05-13
15,在 Apple M4 Pro 统一内存架构上进行量子电路模拟时内存层级转换的对照研究,https://arxiv.org/abs/2605.08792,http://www.qtc.com.cn/reference/177864455032105.html,arxiv.org,2026-05-13,2026-05-13
19,澳大利亚实时支付基础设施中的后量子密码迁移：新支付平台的蒙特卡洛模拟研究,https://arxiv.org/abs/2605.00961,http://www.qtc.com.cn/reference/177812190231233.html,arxiv.org,2026-05-07,2026-05-07
18,"跨越12,000原子的异构量子-经典超算界限：蛋白质-配体复合物的量子化学研究",https://arxiv.org/abs/2605.01138,http://www.qtc.com.cn/reference/177812775831420.html,arxiv.org,2026-05-07,2026-05-07
17,使用一个拥有五十万量子比特的模原子处理器分解2048位RSA整数,https://arxiv.org/abs/2605.03951,http://www.qtc.com.cn/reference/177813367431561.html,arxiv.org,2026-05-07,2026-05-07
21,可扩展连续变量量子网络，具备有限大小安全性,https://arxiv.org/abs/2604.27943,http://www.qtc.com.cn/reference/177805280731243.html,arxiv.org,2026-05-06,2026-05-06
20,高速率自由空间连续变量量子密钥分发，采用自参考被动态制备,https://arxiv.org/abs/2604.27299,http://www.qtc.com.cn/reference/177806392231300.html,arxiv.org,2026-05-06,2026-05-06
25,一种制备约瑟夫森结的简易方法,https://arxiv.org/abs/2604.25195,http://www.qtc.com.cn/reference/177751451030981.html,arxiv.org,2026-04-30,2026-04-30
24,半设备无关量子密钥分发,https://arxiv.org/abs/2604.25225,http://www.qtc.com.cn/reference/177752018631024.html,arxiv.org,2026-04-30,2026-04-30
23,组合优化的实验工作流程：迈向量子优势,https://arxiv.org/abs/2604.25162,http://www.qtc.com.cn/reference/177752045031026.html,arxiv.org,2026-04-30,2026-04-30
22,基于氮空位中心的量子随机数生成演示,https://arxiv.org/abs/2604.24870,http://www.qtc.com.cn/reference/177752243031041.html,arxiv.org,2026-04-30,2026-04-30
26,金刚石中NV中心磁场敏感度受光电读出噪声影响研究,https://arxiv.org/abs/2604.20901,http://www.qtc.com.cn/reference/177708977030781.html,arxiv.org,2026-04-25,2026-04-25
27,动态量子电路中学习误差抑制策略,https://arxiv.org/abs/2604.18734,http://www.qtc.com.cn/reference/177691512230578.html,arxiv.org,2026-04-23,2026-04-23
29,单卫星量子中继器性能分析,https://arxiv.org/abs/2604.16165,http://www.qtc.com.cn/reference/177673968230295.html,arxiv.org,2026-04-21,2026-04-21
28,量子抗性量子隐形传态,https://arxiv.org/abs/2604.16101,http://www.qtc.com.cn/reference/177674034230300.html,arxiv.org,2026-04-21,2026-04-21
30,共享量子处理器的三种方式：混合量子-HPC应用的调度策略,https://arxiv.org/abs/2604.14955,http://www.qtc.com.cn/reference/177648259430197.html,arxiv.org,2026-04-18,2026-04-18
31,自旋量子比特理论及可扩展性实现路径,https://arxiv.org/abs/2604.13644,http://www.qtc.com.cn/reference/177639461030080.html,arxiv.org,2026-04-17,2026-04-17
37,基于马约拉纳量子比特的拓扑设备无关量子密钥分发,https://arxiv.org/abs/2604.11442,http://www.qtc.com.cn/reference/177621666229700.html,arxiv.org,2026-04-15,2026-04-15
36,多量子位冰山补丁的逻辑编译,https://arxiv.org/abs/2604.09956,http://www.qtc.com.cn/reference/177621811429711.html,arxiv.org,2026-04-15,2026-04-15
35,适用于金刚石中第四族色心的最优双量子比特门,https://arxiv.org/abs/2604.11340,http://www.qtc.com.cn/reference/177622326229750.html,arxiv.org,2026-04-15,2026-04-15
34,量子计算本科课程,https://arxiv.org/abs/2604.10396,http://www.qtc.com.cn/reference/177622629829773.html,arxiv.org,2026-04-15,2026-04-15
33,时间同步与分发的量子协议：批判性评估,https://arxiv.org/abs/2604.10243,http://www.qtc.com.cn/reference/177622682629777.html,arxiv.org,2026-04-15,2026-04-15
32,高阶压缩态的量子计量优势,https://arxiv.org/abs/2604.09958,http://www.qtc.com.cn/reference/177622788229785.html,arxiv.org,2026-04-15,2026-04-15
39,网络协议栈中消息传输的后量子密码学分析,https://arxiv.org/abs/2604.08480,http://www.qtc.com.cn/reference/177612978129610.html,arxiv.org,2026-04-14,2026-04-14
38,硬件高效的基于超导Transmon Qutrit的纠错量子比特,https://arxiv.org/abs/2604.08672,http://www.qtc.com.cn/reference/177613065829625.html,arxiv.org,2026-04-14,2026-04-14
40,指数级量子优势在处理海量经典数据中的应用,https://arxiv.org/abs/2604.07639,http://www.qtc.com.cn/reference/177587753029569.html,arxiv.org,2026-04-11,2026-04-11
